Meﬂstellenbeschreibung:fer0-wind2m
Logger Seriennummer   :080011765888
Logging Methode: Augenblickswerte
Messintervall: 20 min Speicherintervall: 02:20:00 Messungen: 1
Datum	Zeit	  1.Temperatur    [∞C]	  2.rel.Feuchte    [%]	  3.Windrichtg [deg]	  4.Windgeschwind [m/s]	  5.Frequenz      [Hz]	  5.Windgeschwindig [m/s]	
07.02.20	07:20:00	   3,39927	   74,8092	   47,2253	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	07:40:00	   3,51893	   73,9698	   75,6538	 0,0176282	2,32831e-10	2,91038e-10	
07.02.20	08:00:00	    4,1685	   72,3291	   97,7582	 0,0293803	2,32831e-10	2,91038e-10	
07.02.20	08:20:00	   4,52991	   74,1285	   355,813	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	08:40:00	   5,82906	   69,5589	   125,588	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	09:00:00	   7,35775	   65,5296	   215,346	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	09:20:00	    8,8083	   62,5885	   159,582	0,00106838	2,32831e-10	2,91038e-10	
07.02.20	09:40:00	   10,0195	   62,6786	   267,626	  0,025641	2,32831e-10	2,91038e-10	
07.02.20	10:00:00	   10,8278	    64,159	   284,297	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	10:20:00	   11,7998	   65,6593	   213,808	  0,100962	2,32831e-10	2,91038e-10	
07.02.20	10:40:00	   12,1197	   66,4087	   249,681	  0,271902	2,32831e-10	2,91038e-10	
07.02.20	11:00:00	   12,2784	   69,5986	   188,396	  0,180021	2,32831e-10	2,91038e-10	
07.02.20	11:20:00	   12,6789	    69,449	   231,115	 0,0379274	2,32831e-10	2,91038e-10	
07.02.20	11:40:00	   12,9988	   70,8196	   234,588	 0,0902778	2,32831e-10	2,91038e-10	
07.02.20	12:00:00	   12,7595	   73,8599	   237,984	 0,0576923	2,32831e-10	2,91038e-10	
07.02.20	12:20:00	   12,9182	   72,1398	   187,879	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	12:40:00	   12,6789	        75	   225,473	 0,0438034	2,32831e-10	2,91038e-10	
07.02.20	13:00:00	   13,4481	   73,7698	   189,231	 0,0550214	2,32831e-10	2,91038e-10	
07.02.20	13:20:00	   12,8791	   73,9698	   283,929	  0,111645	2,32831e-10	2,91038e-10	
07.02.20	13:40:00	   10,4298	   81,1691	   181,385	0,00320513	2,32831e-10	2,91038e-10	
07.02.20	14:00:00	   9,33822	   87,2192	   214,659	0,00213675	2,32831e-10	2,91038e-10	
07.02.20	14:20:00	   8,96948	   88,5699	   226,192	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	14:40:00	   8,64957	   88,3593	   163,077	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	15:00:00	   9,25763	   88,8996	   279,154	 0,0112179	2,32831e-10	2,91038e-10	
07.02.20	15:20:00	   8,92796	   88,7088	   228,308	 0,0235043	2,32831e-10	2,91038e-10	
07.02.20	15:40:00	   8,24908	   91,5293	   254,527	0,00213675	2,32831e-10	2,91038e-10	
07.02.20	16:00:00	   7,71917	   93,0189	   219,775	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	16:20:00	   8,08791	   91,0791	   237,676	0,00106838	2,32831e-10	2,91038e-10	
07.02.20	16:40:00	   7,91941	   91,8987	   212,044	0,00480769	2,32831e-10	2,91038e-10	
07.02.20	17:00:00	   8,52991	   88,4096	   215,522	0,00267094	2,32831e-10	2,91038e-10	
07.02.20	17:20:00	   8,00977	   89,9588	   246,885	0,00160256	2,32831e-10	2,91038e-10	
07.02.20	17:40:00	   7,75824	   90,7189	   226,181	0,000534188	2,32831e-10	2,91038e-10	
07.02.20	18:00:00	   8,36874	   87,8999	   222,582	0,00320513	2,32831e-10	2,91038e-10	
07.02.20	18:20:00	   7,96825	   88,7897	   249,319	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	18:40:00	   7,59951	    90,699	   347,368	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	19:00:00	   7,51893	    89,449	   152,725	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	19:20:00	   6,70818	   89,7085	   18,2473	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	19:40:00	   5,86813	   90,0488	   20,1484	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	20:00:00	   5,61905	   92,0192	   8,73626	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	20:20:00	   5,33822	   91,4896	       360	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	20:40:00	   5,01831	   86,1493	   37,1264	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	21:00:00	   4,76923	   85,1099	   80,6538	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	21:20:00	   4,64957	   81,0195	   352,681	 0,0245727	2,32831e-10	2,91038e-10	
07.02.20	21:40:00	   4,60806	   73,4585	   130,934	 0,0416667	2,32831e-10	2,91038e-10	
07.02.20	22:00:00	   4,85958	   73,2387	   23,7802	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	22:20:00	   5,05983	    70,989	   356,907	 0,0267094	2,32831e-10	2,91038e-10	
07.02.20	22:40:00	   4,76923	   69,6291	   44,0934	 0,0320513	2,32831e-10	2,91038e-10	
07.02.20	23:00:00	   4,76923	   71,5186	   350,901	  0,090812	2,32831e-10	2,91038e-10	
07.02.20	23:20:00	   4,76923	   70,4899	   29,3407	1,27329e-10	2,32831e-10	2,91038e-10	
07.02.20	23:40:00	   4,60806	   71,5888	   329,401	 0,0534188	2,32831e-10	2,91038e-10	
08.02.20	00:00:00	   4,60806	   70,1297	   3,35165	 0,0662393	2,32831e-10	2,91038e-10	
08.02.20	00:20:00	   4,36874	   70,9692	   82,5934	 0,0646368	2,32831e-10	2,91038e-10	
08.02.20	00:40:00	   4,28816	   71,3385	   18,7582	 0,0614316	2,32831e-10	2,91038e-10	
08.02.20	01:00:00	   4,36874	   68,4997	    24,967	  0,028312	2,32831e-10	2,91038e-10	
08.02.20	01:20:00	   4,68864	   66,6789	    123,17	 0,0144231	2,32831e-10	2,91038e-10	
08.02.20	01:40:00	   4,44933	   68,2585	   20,2912	 0,0400641	2,32831e-10	2,91038e-10	
08.02.20	02:00:00	    4,4884	   66,7292	       360	 0,0918803	2,32831e-10	2,91038e-10	
08.02.20	02:20:00	   4,68864	   64,9893	   353,604	 0,0854701	2,32831e-10	2,91038e-10	
08.02.20	02:40:00	   4,60806	   65,3495	   19,3681	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	03:00:00	   4,40781	   66,4393	   15,7967	 0,0502137	2,32831e-10	2,91038e-10	
08.02.20	03:20:00	   4,36874	   65,7494	    334,06	 0,0689103	2,32831e-10	2,91038e-10	
08.02.20	03:40:00	   4,24908	        65	   67,7253	0,000534188	2,32831e-10	2,91038e-10	
08.02.20	04:00:00	   4,40781	   63,4386	   25,0495	 0,0459402	2,32831e-10	2,91038e-10	
08.02.20	04:20:00	   4,32967	   63,8492	8,3819e-10	 0,0918803	2,32831e-10	2,91038e-10	
08.02.20	04:40:00	   3,92918	   65,6685	   27,7143	 0,0213675	2,32831e-10	2,91038e-10	
08.02.20	05:00:00	   3,92918	   64,0888	   78,9341	  0,017094	2,32831e-10	2,91038e-10	
08.02.20	05:20:00	   3,71917	   59,9695	    27,456	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	05:40:00	   3,47985	   60,7891	   54,9341	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	06:00:00	     3,558	   62,3199	   32,0659	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	06:20:00	   3,31868	   63,4692	   46,6923	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	06:40:00	   3,39927	   62,6893	   52,2143	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	07:00:00	   3,51893	   61,2592	   51,7637	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	07:20:00	    4,1685	   63,8492	    21,522	 0,0293803	2,32831e-10	2,91038e-10	
08.02.20	07:40:00	   4,32967	    62,909	   52,2033	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	08:00:00	   4,28816	   60,6395	   72,2802	0,00213675	2,32831e-10	2,91038e-10	
08.02.20	08:20:00	   4,52991	   59,2399	   76,9396	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	08:40:00	   5,61905	   57,7595	   234,407	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	09:00:00	   7,15995	   52,4695	    222,67	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	09:20:00	   8,56899	   49,9786	   211,566	0,00160256	2,32831e-10	2,91038e-10	
08.02.20	09:40:00	   9,81929	   58,2189	   252,077	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	10:00:00	   10,8694	   64,3086	   283,984	 0,0608974	2,32831e-10	2,91038e-10	
08.02.20	10:20:00	   11,8779	     62,79	   224,297	  0,223825	2,32831e-10	2,91038e-10	
08.02.20	10:40:00	    12,359	   58,4799	   208,066	 0,0763889	2,32831e-10	2,91038e-10	
08.02.20	11:00:00	   12,9597	   60,3297	    289,39	 0,0502137	2,32831e-10	2,91038e-10	
08.02.20	11:20:00	   12,5592	   66,8391	   192,451	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	11:40:00	   12,8376	   62,9289	   216,357	  0,122329	2,32831e-10	2,91038e-10	
08.02.20	12:00:00	   12,8376	   57,8388	       251	  0,137286	2,32831e-10	2,91038e-10	
08.02.20	12:20:00	   13,0891	   65,4289	   238,049	 0,0854701	2,32831e-10	2,91038e-10	
08.02.20	12:40:00	   12,9988	   62,3092	   272,066	 0,0251068	2,32831e-10	2,91038e-10	
08.02.20	13:00:00	   12,7179	    53,869	   253,775	 0,0128205	2,32831e-10	2,91038e-10	
08.02.20	13:20:00	   13,5678	   63,5485	       320	 0,0202991	2,32831e-10	2,91038e-10	
08.02.20	13:40:00	   12,9597	   59,7894	    235,61	 0,0950855	2,32831e-10	2,91038e-10	
08.02.20	14:00:00	   12,8376	   66,0485	   328,066	 0,0160256	2,32831e-10	2,91038e-10	
08.02.20	14:20:00	   12,7985	   69,8199	   246,055	 0,0245727	2,32831e-10	2,91038e-10	
08.02.20	14:40:00	    10,989	     74,62	   111,665	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	15:00:00	   12,5983	   75,7585	   242,379	 0,0801282	2,32831e-10	2,91038e-10	
08.02.20	15:20:00	   11,5092	   78,4692	   225,187	 0,0448718	2,32831e-10	2,91038e-10	
08.02.20	15:40:00	   9,97802	   82,0391	   229,275	 0,0219017	2,32831e-10	2,91038e-10	
08.02.20	16:00:00	   11,5482	   77,9792	   229,538	 0,0272436	2,32831e-10	2,91038e-10	
08.02.20	16:20:00	   10,5885	   82,3886	   236,918	 0,0363248	2,32831e-10	2,91038e-10	
08.02.20	16:40:00	   9,21856	   84,0598	8,3819e-10	0,00373932	2,32831e-10	2,91038e-10	
08.02.20	17:00:00	   9,85836	   85,6593	   237,786	 0,0101496	2,32831e-10	2,91038e-10	
08.02.20	17:20:00	   10,1783	   82,2985	   224,747	 0,0646368	2,32831e-10	2,91038e-10	
08.02.20	17:40:00	   10,5495	        80	   232,055	  0,139423	2,32831e-10	2,91038e-10	
08.02.20	18:00:00	   11,7998	   73,3593	   331,802	0,00641026	2,32831e-10	2,91038e-10	
08.02.20	18:20:00	   12,3199	    69,069	   186,291	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	18:40:00	   11,7192	     70,29	   188,308	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	19:00:00	   10,0586	   70,5388	   119,863	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	19:20:00	   8,08791	   70,3892	   18,2473	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	19:40:00	   6,95971	   71,1996	    9,0989	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	20:00:00	   6,22955	   72,7991	   14,5989	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	20:20:00	   5,73871	   72,6694	    43,022	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	20:40:00	   5,49939	   74,0491	   4,46703	0,000534188	2,32831e-10	2,91038e-10	
08.02.20	21:00:00	   5,17949	   70,2686	   61,3022	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	21:20:00	   5,13797	   66,9887	    58,956	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	21:40:00	   5,01831	   65,3892	   48,0385	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	22:00:00	   4,89866	   67,3092	   117,291	0,00106838	2,32831e-10	2,91038e-10	
08.02.20	22:20:00	   4,76923	   67,0391	   68,8791	0,00320513	2,32831e-10	2,91038e-10	
08.02.20	22:40:00	   4,60806	   68,7393	   56,7802	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	23:00:00	   4,36874	   68,1593	   71,3462	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	23:20:00	   4,44933	   66,2988	   35,4451	1,27329e-10	2,32831e-10	2,91038e-10	
08.02.20	23:40:00	   4,52991	   61,2897	   31,1868	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	00:00:00	   4,68864	   57,6389	    43,044	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	00:20:00	   4,89866	   57,6999	   23,0989	0,00480769	2,32831e-10	2,91038e-10	
09.02.20	00:40:00	   4,72772	   57,9686	   53,9835	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	01:00:00	   4,56899	   57,2695	   53,6648	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	01:20:00	   4,52991	   55,9799	    36,011	0,00320513	2,32831e-10	2,91038e-10	
09.02.20	01:40:00	   4,28816	   55,7387	8,3819e-10	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	02:00:00	   4,44933	   54,4399	   25,6374	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	02:20:00	   4,36874	   54,4597	   61,1538	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	02:40:00	   4,28816	   53,3288	   5,99451	 0,0112179	2,32831e-10	2,91038e-10	
09.02.20	03:00:00	    4,1685	   51,8895	   43,9176	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	03:20:00	   4,04884	   52,4298	   30,2308	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	03:40:00	   3,88767	   51,8193	   40,7637	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	04:00:00	   3,71917	    52,149	   18,3407	0,00534188	2,32831e-10	2,91038e-10	
09.02.20	04:20:00	   3,39927	   53,0495	   36,6484	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	04:40:00	   3,27961	   54,5894	   52,1484	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	05:00:00	   2,99878	   56,4087	   49,6264	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	05:20:00	   2,99878	   55,0092	   31,1978	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	05:40:00	   3,11844	   55,7295	    26,511	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	06:00:00	   3,07936	   53,1197	   16,5659	0,00267094	2,32831e-10	2,91038e-10	
09.02.20	06:20:00	   2,82784	   50,4487	    11,956	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	06:40:00	   3,07936	   49,6795	   36,5934	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	07:00:00	   2,95971	   51,2698	   41,1978	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	07:20:00	   3,15995	   49,8687	   28,2198	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	07:40:00	    3,2381	   47,8388	   62,2143	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	08:00:00	   3,67766	   46,6987	   119,368	 0,0042735	2,32831e-10	2,91038e-10	
09.02.20	08:20:00	   4,08791	    37,439	   13,9945	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	08:40:00	   5,90965	   38,5394	   187,736	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	09:00:00	   7,43834	   38,6493	   221,511	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	09:20:00	   8,72772	   49,4887	   222,951	0,00587607	2,32831e-10	2,91038e-10	
09.02.20	09:40:00	   9,85836	   48,3593	   128,286	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	10:00:00	   11,1477	   52,2497	   339,632	 0,0448718	2,32831e-10	2,91038e-10	
09.02.20	10:20:00	   11,7998	   57,8785	   262,148	 0,0507479	2,32831e-10	2,91038e-10	
09.02.20	10:40:00	   12,5592	   59,3086	   253,989	 0,0608974	2,32831e-10	2,91038e-10	
09.02.20	11:00:00	   12,9988	   62,8694	       360	 0,0315171	2,32831e-10	2,91038e-10	
09.02.20	11:20:00	    10,989	   74,1194	   262,995	0,00801282	2,32831e-10	2,91038e-10	
09.02.20	11:40:00	   11,5482	   72,6099	    248,11	  0,017094	2,32831e-10	2,91038e-10	
09.02.20	12:00:00	   11,5897	   76,3294	   223,588	 0,0315171	2,32831e-10	2,91038e-10	
09.02.20	12:20:00	   10,7082	   77,3291	   199,709	0,000534188	2,32831e-10	2,91038e-10	
09.02.20	12:40:00	    9,4188	    83,199	   237,159	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	13:00:00	   8,28816	   86,7888	   221,615	0,00587607	2,32831e-10	2,91038e-10	
09.02.20	13:20:00	   9,04762	   87,5488	   345,198	 0,0117521	2,32831e-10	2,91038e-10	
09.02.20	13:40:00	   8,64957	   88,1792	   253,615	 0,0101496	2,32831e-10	2,91038e-10	
09.02.20	14:00:00	   8,08791	   90,9493	   234,978	0,00747863	2,32831e-10	2,91038e-10	
09.02.20	14:20:00	   7,59951	   93,3898	   218,319	 0,0122863	2,32831e-10	2,91038e-10	
09.02.20	14:40:00	   7,43834	   93,5989	    213,33	 0,0245727	2,32831e-10	2,91038e-10	
09.02.20	15:00:00	   7,39927	   91,9994	   238,709	0,00694444	2,32831e-10	2,91038e-10	
09.02.20	15:20:00	   6,91819	   90,5998	   178,319	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	15:40:00	   6,87912	   88,6691	    269,06	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	16:00:00	   7,91941	   87,4298	   261,879	0,00267094	2,32831e-10	2,91038e-10	
09.02.20	16:20:00	   10,0195	    83,869	   187,797	0,00480769	2,32831e-10	2,91038e-10	
09.02.20	16:40:00	   12,0391	    70,609	       263	 0,0646368	2,32831e-10	2,91038e-10	
09.02.20	17:00:00	   10,2589	   76,3294	   236,352	0,00320513	2,32831e-10	2,91038e-10	
09.02.20	17:20:00	   9,17949	   81,0287	   249,956	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	17:40:00	   8,96948	   84,5299	   231,703	0,000534188	2,32831e-10	2,91038e-10	
09.02.20	18:00:00	   8,20757	   87,7091	   196,912	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	18:20:00	   9,25763	   85,0488	   228,401	0,00320513	2,32831e-10	2,91038e-10	
09.02.20	18:40:00	   8,24908	   86,1996	   192,324	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	19:00:00	   7,43834	   87,7793	   207,846	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	19:20:00	   6,38828	   86,4286	    356,33	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	19:40:00	   5,73871	   87,4893	   12,7253	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	20:00:00	   5,21856	   88,8996	   333,973	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	20:20:00	   4,81807	   89,4795	   41,2198	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	20:40:00	   4,64957	   88,8599	   60,4176	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	21:00:00	   4,44933	   85,2595	   52,1374	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	21:20:00	   4,28816	   78,5195	   11,2527	0,00747863	2,32831e-10	2,91038e-10	
09.02.20	21:40:00	   4,04884	   73,5897	   74,1429	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	22:00:00	   3,92918	   70,5189	   18,2692	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	22:20:00	    3,8486	   70,5296	   58,8626	0,00267094	2,32831e-10	2,91038e-10	
09.02.20	22:40:00	   3,71917	   69,7894	   1,75824	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	23:00:00	   3,63858	    68,779	   47,5879	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	23:20:00	   3,39927	   66,7796	   55,8242	1,27329e-10	2,32831e-10	2,91038e-10	
09.02.20	23:40:00	     3,558	    64,359	   51,2308	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	00:00:00	   3,31868	   63,4692	   15,8626	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	00:20:00	   3,31868	   61,7399	       360	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	00:40:00	   3,31868	     58,75	   59,4506	0,00854701	2,32831e-10	2,91038e-10	
10.02.20	01:00:00	   3,39927	   55,4289	      27,5	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	01:20:00	   3,39927	   53,6386	   21,9505	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	01:40:00	   3,47985	   52,2299	   36,6319	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	02:00:00	   3,51893	   51,2286	   32,0385	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	02:20:00	     3,558	   51,2286	   62,1923	0,00106838	2,32831e-10	2,91038e-10	
10.02.20	02:40:00	   3,63858	   49,3987	       360	0,00480769	2,32831e-10	2,91038e-10	
10.02.20	03:00:00	   3,47985	   49,5299	   40,2912	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	03:20:00	    3,2381	   50,4792	    59,522	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	03:40:00	   2,99878	    49,939	   57,6209	 0,0176282	2,32831e-10	2,91038e-10	
10.02.20	04:00:00	   2,99878	   48,0495	   37,5385	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	04:20:00	   2,91819	   45,8089	   56,7418	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	04:40:00	   2,66911	   49,9496	   8,12088	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	05:00:00	   2,50794	   49,6596	   355,643	 0,0101496	2,32831e-10	2,91038e-10	
10.02.20	05:20:00	   2,10989	   52,6496	   18,3681	 0,0550214	2,32831e-10	2,91038e-10	
10.02.20	05:40:00	   2,30769	   53,2097	   57,7747	 0,0165598	2,32831e-10	2,91038e-10	
10.02.20	06:00:00	   2,10989	   53,7988	    36,544	  0,053953	2,32831e-10	2,91038e-10	
10.02.20	06:20:00	   2,18803	   53,0998	   61,0824	 0,0261752	2,32831e-10	2,91038e-10	
10.02.20	06:40:00	    2,0293	     52,79	   36,4451	 0,0229701	2,32831e-10	2,91038e-10	
10.02.20	07:00:00	   2,14896	   51,4789	   44,2473	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	07:20:00	   2,26862	   51,1996	   7,82967	 0,0464744	2,32831e-10	2,91038e-10	
10.02.20	07:40:00	   2,66911	   48,6691	   32,5549	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	08:00:00	   2,99878	   42,6587	   47,6044	0,000534188	2,32831e-10	2,91038e-10	
10.02.20	08:20:00	   3,11844	   45,1694	   32,0659	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	08:40:00	   4,72772	   41,2698	   157,516	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	09:00:00	   6,46886	    45,409	    234,56	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	09:20:00	   7,91941	   47,9792	   256,648	0,00267094	2,32831e-10	2,91038e-10	
10.02.20	09:40:00	   8,96948	   47,7488	   236,357	0,00106838	2,32831e-10	2,91038e-10	
10.02.20	10:00:00	   10,2589	   50,9188	   226,747	0,00534188	2,32831e-10	2,91038e-10	
10.02.20	10:20:00	   11,2283	   58,1487	   221,451	 0,0288462	2,32831e-10	2,91038e-10	
10.02.20	10:40:00	   11,2283	   65,8791	   189,819	0,00641026	2,32831e-10	2,91038e-10	
10.02.20	11:00:00	   10,5079	   68,7592	   242,775	 0,0304487	2,32831e-10	2,91038e-10	
10.02.20	11:20:00	   9,45788	   74,8092	   182,209	0,00480769	2,32831e-10	2,91038e-10	
10.02.20	11:40:00	   8,52991	   79,3697	   238,995	0,00747863	2,32831e-10	2,91038e-10	
10.02.20	12:00:00	   7,59951	   79,6795	   217,319	0,00213675	2,32831e-10	2,91038e-10	
10.02.20	12:20:00	   7,75824	   75,8089	   229,429	0,00373932	2,32831e-10	2,91038e-10	
10.02.20	12:40:00	   8,24908	   75,9386	   206,484	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	13:00:00	   7,83883	        80	   228,764	 0,0112179	2,32831e-10	2,91038e-10	
10.02.20	13:20:00	   7,27961	   80,9997	   219,368	 0,0122863	2,32831e-10	2,91038e-10	
10.02.20	13:40:00	   7,11844	   77,0299	   216,247	 0,0325855	2,32831e-10	2,91038e-10	
10.02.20	14:00:00	   8,40781	   75,0595	    349,06	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	14:20:00	   7,27961	   79,4689	   233,467	0,00480769	2,32831e-10	2,91038e-10	
10.02.20	14:40:00	   6,82784	   85,9096	   221,159	 0,0165598	2,32831e-10	2,91038e-10	
10.02.20	15:00:00	   8,24908	   80,0687	   212,082	 0,0122863	2,32831e-10	2,91038e-10	
10.02.20	15:20:00	   7,96825	   73,6691	   255,533	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	15:40:00	   7,83883	   61,8193	   185,923	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	16:00:00	   8,24908	   73,9789	    210,67	 0,0128205	2,32831e-10	2,91038e-10	
10.02.20	16:20:00	   9,21856	   50,0397	    241,17	0,000534188	2,32831e-10	2,91038e-10	
10.02.20	16:40:00	   9,29915	   59,6093	   219,995	0,00160256	2,32831e-10	2,91038e-10	
10.02.20	17:00:00	   8,72772	    72,439	   254,582	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	17:20:00	   7,96825	   83,0998	   222,973	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	17:40:00	   7,03785	   85,9585	   233,077	0,000534188	2,32831e-10	2,91038e-10	
10.02.20	18:00:00	   6,58852	   88,3394	   252,599	0,00106838	2,32831e-10	2,91038e-10	
10.02.20	18:20:00	   6,14896	   90,2488	   232,538	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	18:40:00	   5,82906	   92,7686	       360	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	19:00:00	   5,49939	   93,5699	   276,374	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	19:20:00	   5,01831	   90,6487	   24,6923	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	19:40:00	   4,44933	   86,7598	   41,2637	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	20:00:00	   3,96825	   86,0485	   79,8077	 0,0090812	2,32831e-10	2,91038e-10	
10.02.20	20:20:00	   4,04884	   82,9594	   6,32967	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	20:40:00	   3,96825	   83,8294	   71,3462	1,27329e-10	2,32831e-10	2,91038e-10	
10.02.20	21:00:00	   3,71917	   86,0989	   33,2857	1,27329e-10	2,32831e-10	2,91038e-10	
